,policy,perf,cost,risk,policy_num
2516,"['Resources', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Email', 'JSON', 'Regression']",379.25,205500,0.1009,12
2517,"['Resources', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Text-messege', 'Email', 'XML', 'Regression']",379.25,205500,0.1009,13
2518,"['Resources', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Text-messege', 'Email', 'CSV', 'Regression']",379.25,205500,0.1009,13
2519,"['Resources', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Text-messege', 'Email', 'JSON', 'Regression']",379.25,205500,0.1009,13
2520,"['Resources', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'XML', 'Regression']",379.25,205500,0.1009,11
2521,"['Resources', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'CSV', 'Regression']",379.25,205500,0.1009,11
2522,"['Resources', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'JSON', 'Regression']",379.25,205500,0.1009,11
2523,"['Resources', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'XML', 'Regression']",379.25,205500,0.1009,12
2524,"['Resources', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'CSV', 'Regression']",379.25,205500,0.1009,12
2525,"['Resources', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'JSON', 'Regression']",379.25,205500,0.1009,12
2526,"['Resources', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Email', 'XML', 'Regression']",379.25,205500,0.1009,12
2527,"['Resources', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Email', 'CSV', 'Regression']",379.25,205500,0.1009,12
2528,"['Resources', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Email', 'JSON', 'Regression']",379.25,205500,0.1009,12
2529,"['Resources', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'Email', 'XML', 'Regression']",379.25,205500,0.1009,13
2530,"['Resources', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'Email', 'CSV', 'Regression']",379.25,205500,0.1009,13
2531,"['Resources', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'Email', 'JSON', 'Regression']",379.25,205500,0.1009,13
2532,"['Resources', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'XML', 'Regression']",379.25,205500,0.1009,11
2533,"['Resources', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'CSV', 'Regression']",379.25,205500,0.1009,11
2534,"['Resources', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'JSON', 'Regression']",379.25,205500,0.1009,11
2535,"['Resources', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'XML', 'Regression']",379.25,205500,0.1009,12
2536,"['Resources', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'CSV', 'Regression']",379.25,205500,0.1009,12
2537,"['Resources', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'JSON', 'Regression']",379.25,205500,0.1009,12
2538,"['Resources', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Email', 'XML', 'Regression']",379.25,205500,0.1009,12
2539,"['Resources', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Email', 'CSV', 'Regression']",379.25,205500,0.1009,12
2540,"['Resources', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Email', 'JSON', 'Regression']",379.25,205500,0.1009,12
2541,"['Resources', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'Email', 'XML', 'Regression']",379.25,205500,0.1009,13
2542,"['Resources', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'Email', 'CSV', 'Regression']",379.25,205500,0.1009,13
2543,"['Resources', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'Email', 'JSON', 'Regression']",379.25,205500,0.1009,13
2544,"['Resources', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'XML', 'Regression']",379.25,205500,0.1009,11
2545,"['Resources', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'CSV', 'Regression']",379.25,205500,0.1009,11
2546,"['Resources', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'JSON', 'Regression']",379.25,205500,0.1009,11
2547,"['Resources', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Text-messege', 'XML', 'Regression']",379.25,205500,0.1009,12
2548,"['Resources', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Text-messege', 'CSV', 'Regression']",379.25,205500,0.1009,12
2549,"['Resources', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Text-messege', 'JSON', 'Regression']",379.25,205500,0.1009,12
2550,"['Resources', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Email', 'XML', 'Regression']",379.25,205500,0.1009,12
2551,"['Resources', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Email', 'CSV', 'Regression']",379.25,205500,0.1009,12
2552,"['Resources', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Email', 'JSON', 'Regression']",379.25,205500,0.1009,12
2553,"['Resources', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Text-messege', 'Email', 'XML', 'Regression']",379.25,205500,0.1009,13
2554,"['Resources', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Text-messege', 'Email', 'CSV', 'Regression']",379.25,205500,0.1009,13
2555,"['Resources', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Text-messege', 'Email', 'JSON', 'Regression']",379.25,205500,0.1009,13
2556,"['Resources', 'Farmbeats', 'Text Messeges', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'XML', 'Regression']",379.25,205500,0.1009,11
2557,"['Resources', 'Farmbeats', 'Text Messeges', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'CSV', 'Regression']",379.25,205500,0.1009,11
2558,"['Resources', 'Farmbeats', 'Text Messeges', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'JSON', 'Regression']",379.25,205500,0.1009,11
2559,"['Resources', 'Farmbeats', 'Text Messeges', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'XML', 'Regression']",379.25,205500,0.1009,12
2560,"['Resources', 'Farmbeats', 'Text Messeges', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'CSV', 'Regression']",379.25,205500,0.1009,12
2561,"['Resources', 'Farmbeats', 'Text Messeges', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'JSON', 'Regression']",379.25,205500,0.1009,12
2562,"['Resources', 'Farmbeats', 'Text Messeges', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Email', 'XML', 'Regression']",379.25,205500,0.1009,12
2563,"['Resources', 'Farmbeats', 'Text Messeges', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Email', 'CSV', 'Regression']",379.25,205500,0.1009,12
2564,"['Resources', 'Farmbeats', 'Text Messeges', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Email', 'JSON', 'Regression']",379.25,205500,0.1009,12
2565,"['Resources', 'Farmbeats', 'Text Messeges', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'Email', 'XML', 'Regression']",379.25,205500,0.1009,13
2566,"['Resources', 'Farmbeats', 'Text Messeges', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'Email', 'CSV', 'Regression']",379.25,205500,0.1009,13
2567,"['Resources', 'Farmbeats', 'Text Messeges', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'Email', 'JSON', 'Regression']",379.25,205500,0.1009,13
2568,"['Resources', 'Farmbeats', 'Text Messeges', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'XML', 'Regression']",379.25,205500,0.1009,11
2569,"['Resources', 'Farmbeats', 'Text Messeges', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'CSV', 'Regression']",379.25,205500,0.1009,11
2570,"['Resources', 'Farmbeats', 'Text Messeges', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'JSON', 'Regression']",379.25,205500,0.1009,11
2571,"['Resources', 'Farmbeats', 'Text Messeges', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'XML', 'Regression']",379.25,205500,0.1009,12
2572,"['Resources', 'Farmbeats', 'Text Messeges', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'CSV', 'Regression']",379.25,205500,0.1009,12
2573,"['Resources', 'Farmbeats', 'Text Messeges', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'JSON', 'Regression']",379.25,205500,0.1009,12
2574,"['Resources', 'Farmbeats', 'Text Messeges', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Email', 'XML', 'Regression']",379.25,205500,0.1009,12
2575,"['Resources', 'Farmbeats', 'Text Messeges', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Email', 'CSV', 'Regression']",379.25,205500,0.1009,12
2576,"['Resources', 'Farmbeats', 'Text Messeges', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Email', 'JSON', 'Regression']",379.25,205500,0.1009,12
2577,"['Resources', 'Farmbeats', 'Text Messeges', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'Email', 'XML', 'Regression']",379.25,205500,0.1009,13
2578,"['Resources', 'Farmbeats', 'Text Messeges', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'Email', 'CSV', 'Regression']",379.25,205500,0.1009,13
2579,"['Resources', 'Farmbeats', 'Text Messeges', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'Email', 'JSON', 'Regression']",379.25,205500,0.1009,13
2580,"['Resources', 'Farmbeats', 'Text Messeges', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'XML', 'Regression']",379.25,205500,0.1009,11
2581,"['Resources', 'Farmbeats', 'Text Messeges', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'CSV', 'Regression']",379.25,205500,0.1009,11
2582,"['Resources', 'Farmbeats', 'Text Messeges', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'JSON', 'Regression']",379.25,205500,0.1009,11
2583,"['Resources', 'Farmbeats', 'Text Messeges', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Text-messege', 'XML', 'Regression']",379.25,205500,0.1009,12
2584,"['Resources', 'Farmbeats', 'Text Messeges', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Text-messege', 'CSV', 'Regression']",379.25,205500,0.1009,12
2585,"['Resources', 'Farmbeats', 'Text Messeges', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Text-messege', 'JSON', 'Regression']",379.25,205500,0.1009,12
2586,"['Resources', 'Farmbeats', 'Text Messeges', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Email', 'XML', 'Regression']",379.25,205500,0.1009,12
2587,"['Resources', 'Farmbeats', 'Text Messeges', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Email', 'CSV', 'Regression']",379.25,205500,0.1009,12
2588,"['Resources', 'Farmbeats', 'Text Messeges', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Email', 'JSON', 'Regression']",379.25,205500,0.1009,12
2589,"['Resources', 'Farmbeats', 'Text Messeges', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Text-messege', 'Email', 'XML', 'Regression']",379.25,205500,0.1009,13
2590,"['Resources', 'Farmbeats', 'Text Messeges', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Text-messege', 'Email', 'CSV', 'Regression']",379.25,205500,0.1009,13
2591,"['Resources', 'Farmbeats', 'Text Messeges', '500-10k', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Text-messege', 'Email', 'JSON', 'Regression']",379.25,205500,0.1009,13
2592,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'XML', 'Regression']",379.25,205500,0.1009,12
2593,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'CSV', 'Regression']",379.25,205500,0.1009,12
2594,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'JSON', 'Regression']",379.25,205500,0.1009,12
2595,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'XML', 'Regression']",379.25,205500,0.1009,13
2596,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'CSV', 'Regression']",379.25,205500,0.1009,13
2597,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'JSON', 'Regression']",379.25,205500,0.1009,13
2598,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Email', 'XML', 'Regression']",379.25,205500,0.1009,13
2599,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Email', 'CSV', 'Regression']",379.25,205500,0.1009,13
2600,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Email', 'JSON', 'Regression']",379.25,205500,0.1009,13
2601,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'Email', 'XML', 'Regression']",379.25,205500,0.1009,14
2602,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'Email', 'CSV', 'Regression']",379.25,205500,0.1009,14
2603,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'Email', 'JSON', 'Regression']",379.25,205500,0.1009,14
2604,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'XML', 'Regression']",379.25,205500,0.1009,12
2605,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'CSV', 'Regression']",379.25,205500,0.1009,12
2606,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'JSON', 'Regression']",379.25,205500,0.1009,12
2607,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'XML', 'Regression']",379.25,205500,0.1009,13
2608,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'CSV', 'Regression']",379.25,205500,0.1009,13
2609,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'JSON', 'Regression']",379.25,205500,0.1009,13
2610,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Email', 'XML', 'Regression']",379.25,205500,0.1009,13
2611,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Email', 'CSV', 'Regression']",379.25,205500,0.1009,13
2612,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Email', 'JSON', 'Regression']",379.25,205500,0.1009,13
2613,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'Email', 'XML', 'Regression']",379.25,205500,0.1009,14
2614,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'Email', 'CSV', 'Regression']",379.25,205500,0.1009,14
2615,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'Email', 'JSON', 'Regression']",379.25,205500,0.1009,14
2616,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'XML', 'Regression']",379.25,205500,0.1009,12
2617,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'CSV', 'Regression']",379.25,205500,0.1009,12
2618,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'JSON', 'Regression']",379.25,205500,0.1009,12
2619,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Text-messege', 'XML', 'Regression']",379.25,205500,0.1009,13
2620,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Text-messege', 'CSV', 'Regression']",379.25,205500,0.1009,13
2621,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Text-messege', 'JSON', 'Regression']",379.25,205500,0.1009,13
2622,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Email', 'XML', 'Regression']",379.25,205500,0.1009,13
2623,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Email', 'CSV', 'Regression']",379.25,205500,0.1009,13
2624,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Email', 'JSON', 'Regression']",379.25,205500,0.1009,13
2625,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Text-messege', 'Email', 'XML', 'Regression']",379.25,205500,0.1009,14
2626,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Text-messege', 'Email', 'CSV', 'Regression']",379.25,205500,0.1009,14
2627,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '0-100', 'Cloud base', 'Automatic', 'Semi-automatic', '1TB-10TB', 'Real-time display', 'Text-messege', 'Email', 'JSON', 'Regression']",379.25,205500,0.1009,14
2628,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'XML', 'Regression']",379.25,205500,0.1009,12
2629,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'CSV', 'Regression']",379.25,205500,0.1009,12
2630,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'JSON', 'Regression']",379.25,205500,0.1009,12
2631,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'XML', 'Regression']",379.25,205500,0.1009,13
2632,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'CSV', 'Regression']",379.25,205500,0.1009,13
2633,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'JSON', 'Regression']",379.25,205500,0.1009,13
2634,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Email', 'XML', 'Regression']",379.25,205500,0.1009,13
2635,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Email', 'CSV', 'Regression']",379.25,205500,0.1009,13
2636,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Email', 'JSON', 'Regression']",379.25,205500,0.1009,13
2637,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'Email', 'XML', 'Regression']",379.25,205500,0.1009,14
2638,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'Email', 'CSV', 'Regression']",379.25,205500,0.1009,14
2639,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500GB', 'Real-time display', 'Text-messege', 'Email', 'JSON', 'Regression']",379.25,205500,0.1009,14
2640,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'XML', 'Regression']",379.25,205500,0.1009,12
2641,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'CSV', 'Regression']",379.25,205500,0.1009,12
2642,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'JSON', 'Regression']",379.25,205500,0.1009,12
2643,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'XML', 'Regression']",379.25,205500,0.1009,13
2644,"['Crop', 'Animal', 'Farmbeats', 'Text Messeges', '100-500', 'Cloud base', 'Automatic', 'Semi-automatic', '500-1000GB', 'Real-time display', 'Text-messege', 'CSV', 'Regression']",379.25,205500,0.1009,13
