,performance,cost,risk,numOfUsers,latitude,sampEn,rainfall
0,35.68991357901741,469328.5122563532,0.2579469152096672,936.8457917498625,40.68341214778586,2.5443692563344724,610.5448364293007
1,86.55544699994512,605125.0052443538,0.2690086666919184,1208.6211947743332,44.24758354650045,2.6716137448207413,1320.7163542639976
2,155.35965867351985,534719.7749300097,0.25073016288778416,1067.7277579314548,43.54601502171595,2.4578058860021983,2274.8573705967874
3,27.512121884113988,492682.7266614329,0.24023461661155895,983.5927758300297,46.14100525568935,2.3261721769236128,530.3943183946405
4,154.49066898951187,494220.3349054443,0.25792731911388384,986.6704024570615,45.76555347849355,2.5441381933442675,2281.7537252677034
5,41.73924618721045,564284.3805800754,0.29343480272520134,1126.8943412325748,47.909565141738724,2.93310213997264,742.9126179820124
6,116.48503160587329,464265.9771945819,0.27322420317401347,926.7118504921473,45.11852556760181,2.718538613012662,1775.3932611620003
7,52.41879217993338,507408.2961540975,0.26642569934773946,1013.0663946864139,46.477370854732165,2.642449992121775,902.9441904466431
8,130.0356260817854,450861.87808187754,0.2890073577578764,899.8791983593458,46.92040144010953,2.887462807634513,1974.3540851926905
9,45.71287775622016,587488.2627658441,0.25689744955775473,1173.3287957540247,44.57540196373457,2.531965041912168,822.0324218250676
10,72.3636074541666,506476.8150255553,0.2633514003347426,1011.2020492957816,46.780325696549994,2.6073135638209215,1193.0892705744293
11,16.683717237523506,507075.1967824261,0.26039569070772955,1012.3997019175112,47.005386401046636,2.5730801469180427,433.51175860329374
12,142.59432338378065,457368.4477133098,0.25879949350521675,912.9043876522243,39.80258570010637,2.554402006402478,2164.5034589032493
13,113.24722008912504,440120.3785232743,0.27009008005497565,878.3755234651279,41.549692224121316,2.68372964422621,1765.3226315955835
14,18.867412342432825,492768.6537362756,0.25459292382650606,983.7647650650686,47.639424123637326,2.504511016064885,474.05212058758104
15,101.75738630591513,462511.65869833535,0.27524361527619307,923.2000939102204,45.62855240915068,2.740732915949963,1614.6633881641487
16,129.32216539119113,412401.3734850708,0.27729709972695227,822.8791605720226,39.74739743770144,2.763118886985708,1995.1004053632855
17,72.06737077419197,476110.2611023107,0.2880970704463717,950.4208764699624,45.58740017800057,2.8779896154750633,1212.2733836949183
18,75.81311071001225,513534.02191818407,0.27775041085837066,1025.3268167587398,46.449503619358495,2.768036244614987,1266.1544423518203
19,-2.425743872284425,472536.01718118717,0.2821941729660848,943.2663234182521,45.81358648978019,2.8157859254504927,194.49452821912814
20,69.49062605504288,556942.3722877273,0.2643854500605531,1112.2014151086191,38.45144923768233,2.6191844157357815,1182.8777901138455
21,106.40672150939243,420713.3118131671,0.2852403832980968,839.5213458704578,38.91020837011003,2.8480560032916853,1691.1445881435773
22,107.4986134646872,447648.02135363396,0.2550260623336322,893.4454031524407,43.83733192112536,2.509693953456862,1707.954843639202
23,64.6537798743988,512242.6022290657,0.267377354700155,1022.7421041233199,49.096847436802115,2.653232232958378,1121.7573335344428
24,52.19452998757381,471537.3065928619,0.2555599635517356,941.2671910135118,44.41105495120712,2.5160679269654342,951.9660878746971
25,44.35680260108033,475159.11296610534,0.2688589970713147,948.516975116529,42.83779681681849,2.669932550511133,845.5526606030962
26,58.267408503122994,553817.6561558646,0.2816674357703268,1105.9481191361635,44.482046914308164,2.810168348376946,1037.6573732328036
27,57.8667282799418,541016.9679859857,0.25126496686290484,1080.3304475145753,46.57127072976471,2.4643250621162567,1033.2949095153895
28,67.60939936909224,565780.617413285,0.27809900706611074,1129.8886021452977,39.98548308742818,2.771811758393172,1167.7209252402597
29,82.87039059354383,504902.4275899842,0.2697131156261879,1008.0509250151916,46.75308307511808,2.679512444003811,1378.2273186586613
30,56.59389124923291,522607.23280355224,0.2593210350941364,1043.486137771698,46.87556671218779,2.5605198897193095,1018.4229436601593
31,98.65320341882355,421209.702936625,0.27110974037562513,840.5151985474176,46.59409370778753,2.695103786969531,1596.4197277368244
