,performance,cost,risk
0,2.1235857864323567e-06,500755.0,0.20005
1,1.1415552487099959e-05,2002305.0,0.20090000000000002
2,3.4098385726905985e-07,500755.0,0.10005
3,1.25419732530526e-06,500785.0,0.10005
4,4.525625883507801e-06,500805.0,0.1009
5,3.933304734743517e-07,500705.0,0.1009
6,2.5503904291465482e-06,500855.0,0.10005
7,8.560403385565286e-06,2002205.0,0.1009
