,performance,cost,risk,numOfUsers,latitude,sampEn,rainfall
0,450.062705082189,280500,0.02539024706675849,127.08795766878853,42.35605942121636,2.5921762602091194,1473.2205354536934
1,449.85400725898313,280500,0.024528934141599845,185.21227922399848,42.81676101769727,2.6070857153641906,666.2345131095781
2,448.8061056002767,280500,0.02017960906386114,3.311301870207089,45.13000971241351,2.681107081832521,663.6110579488983
3,450.1047815804422,280500,0.018852907987926673,79.8776264998227,42.263175319112165,2.7032828710822328,1916.706117530313
4,447.97676654738626,280500,0.02507785232352703,126.50056328215948,46.96078024859551,2.5975937501623627,1851.285273235867
5,451.458350211783,280500,0.02792285505150498,207.4063119402306,39.27516509540185,2.547831047256578,1086.607962992141
6,447.4019435698436,280500,0.013065742486167787,-81.72524753499869,48.229705143833066,2.7979605387218918,1082.2878516742692
7,447.87257801255095,280500,0.015816132356848877,271.90597754425585,47.19077701423623,2.753370314339065,972.6051421585378
8,450.4855503955419,280500,0.01766089977679507,82.77518863515553,41.42262605840646,2.7230532532597382,1607.3116152451948
9,447.16011578402,280500,0.012979604277681678,196.00616661823986,48.763541315629254,2.799345569058713,846.6307657276694
10,450.92580507754644,280500,0.023836196682142808,-10.25740604808911,40.45076141821981,2.619015520879391,1353.0291828199756
11,447.67494493970014,280500,0.023547720719876698,-14.416647957905809,47.627053113244656,2.6239674417208567,1826.4314212645036
12,448.4556258009027,280500,0.018994958510478045,152.18764426501883,45.903695803746814,2.7009172023697756,737.7004051377818
13,450.30589229126326,280500,0.015137620722200963,119.39770288869437,41.819222315092105,2.7644373993639126,918.8058173431368
14,449.4428607684419,280500,0.02023332919654819,197.52693321364518,43.724369164587394,2.6802052854792042,1583.5209100144625
15,449.1651851670894,280500,-0.00010511731355749012,218.49127953909408,44.33733958699916,3.0023258581007117,858.3829377218553
16,450.32415315307435,280500,0.012390186917872904,113.24530840866707,41.77891136186678,2.8088045815598206,1419.4607801083491
17,450.90521709649295,280500,0.020768246687014127,-211.00993344617854,40.49620950001564,2.6712090517532934,1320.3334664925978
18,450.846868983344,280500,0.022790329657293495,12.441751804628169,40.625013281801344,2.636924407495138,1358.315303002045
19,449.3438500812787,280500,0.040093296125079884,76.66436408354477,43.94293580291681,2.3229514305604435,1631.4898719265939
20,447.29529336011393,280500,0.03402310794899149,16.483821316377615,48.46513607038859,2.437707998221027,1078.8936555647488
21,450.2974239842547,280500,0.020999142369375803,148.79868229014332,41.83791614954819,2.66731647667767,1366.9411373894015
22,450.2882615965811,280500,0.020379093524892724,-27.41539255291326,41.85814217090269,2.677756819197676,943.7552498957482
23,449.72947175019726,280500,0.008018465364604155,125.18110515964393,43.09167384062413,2.87799202868695,855.2639164396751
24,449.3797030445133,280500,0.02568316832622002,163.55310779691126,43.86379018871235,2.5870861699294436,1556.9028020805763
25,447.70916303593845,280500,0.018539024566775687,115.69989438174721,47.5515164769571,2.7085028685586043,1343.8336270827137
26,446.52346011091487,280500,0.012093610253542232,87.28784403760159,50.168962227560975,2.8135520391812907,1285.9509761924487
27,449.0177304948319,280500,0.017335286333113643,20.046898696560504,44.66284658977508,2.7284288940743484,911.423118354488
28,448.8452003188112,280500,0.03447874222332744,-1.9247066179038228,45.04370790549408,2.4292824454765505,2254.1770483260875
29,447.73511999859096,280500,-0.001221961296680596,-9.360021062861648,47.494216338651285,3.019019131556018,1645.4781473944809
30,448.0938431824632,280500,0.01986817393901763,-102.68271905165975,46.70233293054481,2.686329158068388,1207.904953644501
31,449.3328643688414,280500,0.017941731897441162,178.1687612778326,43.96718682374959,2.718408381614193,473.1885390314991
32,450.41916996890154,280500,0.02438494815482689,80.25563138642549,41.56916121655275,2.60956982394907,1570.8998857748545
33,450.2380596593631,280500,0.02613656747505788,186.83070954283593,41.96896322436395,2.579187648707397,1937.6218602914992
34,448.0770855391357,280500,0.022779238781001167,144.475698535483,46.73932552067179,2.637113670229233,843.1453192674846
35,448.05334567110987,280500,0.012496926706207735,2.809647858063556,46.79173141035353,2.8070939771303176,1410.8193136483583
36,449.02020528669647,280500,0.027307982418309576,-1.46554792511688,44.65738347307621,2.558667931239249,2385.747135469492
37,449.0978283439501,280500,0.03476150463372248,179.87939648310632,44.486030145805536,2.4240388988143273,988.9058777694452
38,448.8202128024089,280500,0.03462216562927396,40.9138584345184,45.09886798585232,2.426624217584038,362.67404403840965
39,447.72783449592697,280500,0.013904021732649086,145.79222378091293,47.51029912598908,2.7844457337254003,1181.6723608536204
40,451.08794751337297,280500,0.015846814414154697,95.30616051133867,40.092831096306966,2.7528688132067023,785.0460110731523
41,448.24093361878755,280500,0.01570531638412499,75.86698384232662,46.37762998060141,2.7551808516735794,1108.5390436791808
42,449.9400873516894,280500,0.009734219731817574,67.17613073054827,42.6267387379925,2.851038446625443,885.9415502328723
43,448.61976302579876,280500,0.023886228770395635,148.345262363249,45.54136197395403,2.6181557269697295,655.4184802827285
44,448.1875837600079,280500,0.035796445928056565,206.53401671394138,46.495400088282715,2.404749439437487,1510.341415215467
