,performance,cost,risk
0,38.81144850675748,500885.0,0.10005
1,16.62120531753284,500785.0,0.10005
2,20.920510558848047,500735.0,0.1009
3,46.765737768308746,500705.0,0.1509
4,77.10522107106674,500835.0,0.1009
5,22.833908097672513,500800.0,0.1009
6,11.082573401211572,500730.0,0.1009
7,26.584611110937526,500830.0,0.1009
