yyyy-mm-dd,pr_GFDL-ESM2M_rcp45(mm),tasmin_GFDL-ESM2M_rcp45(K),tasmax_GFDL-ESM2M_rcp45(K),was_GFDL-ESM2M_rcp45(ms-1),huss_GFDL-ESM2M_rcp45(kgkg-1)
12/18/13,0.915959,264.561005,270.243866,4.034595,0.001696
12/19/13,0.13416,261.223083,270.27121,4.874913,0.001965
12/20/13,2.751549,263.754944,273.382843,6.176027,0.002506
12/21/13,2.22317,266.575134,273.395813,5.753905,0.001829
12/22/13,0.23444,262.683258,271.643158,4.170398,0.001578
12/23/13,1.463345,264.812836,275.158539,2.33128,0.002327
12/24/13,0.698282,253.832581,266.79187,2.162535,0.001358
12/25/13,13.99221,262.942932,278.772736,5.327511,0.004175
12/26/13,0.542828,264.84967,288.560791,6.854718,0.003827
12/27/13,0.185506,261.145111,269.282471,4.7953,0.000957
12/28/13,2.517406,262.215637,269.943787,1.264969,0.001569
12/29/13,0.477582,260.012329,270.623199,4.736951,0.001925
12/30/13,0.247444,253.049606,265.343048,4.15982,0.000742
12/31/13,0,252.183121,262.774231,3.317805,0.000685
1/1/14,1.110158,255.590805,263.813416,3.477015,0.001225
1/2/14,0.1643,258.937561,267.150513,1.634277,0.001229
1/3/14,4.154966,260.565002,267.431458,2.871104,0.001724
1/4/14,1.6918,261.421997,271.668518,3.407955,0.002128
1/5/14,1.6835,256.590302,265.370148,7.720245,0.001087
1/6/14,0.734748,256.00351,265.892303,3.163786,0.001142
1/7/14,0.71094,259.438019,274.24881,5.207225,0.001773
1/8/14,0.655356,274.548767,279.073975,7.295085,0.003127
1/9/14,1.166328,253.806763,278.171356,7.20056,0.001225
1/10/14,0.415325,255.662521,266.341156,1.847933,0.001139
1/11/14,2.240771,265.26651,275.707581,3.567069,0.00255
1/12/14,7.044973,273.329102,278.792877,4.096297,0.003905
1/13/14,7.02449,281.947296,292.054474,4.948353,0.006524
1/14/14,0.206719,269.754486,290.690155,6.448705,0.003841
1/15/14,0.429811,268.987946,273.915619,4.238571,0.001981
1/16/14,1.665839,262.252716,269.137665,5.705277,0.001357
1/17/14,1.358678,255.736008,263.790924,6.556098,0.001005
1/18/14,0,257.320679,267.001617,2.674638,0.000629
1/19/14,7.740402,264.252594,272.78775,4.959885,0.00188
1/20/14,0.204481,264.299194,273.306488,5.284735,0.002055
1/21/14,0.167729,258.706421,270.120972,1.623841,0.001274
1/22/14,1.058708,258.596771,264.899231,1.525405,0.001179
1/23/14,0.916212,254.480179,265.383545,4.041224,0.001044
1/24/14,0,249.845779,263.671692,3.238771,0.000724
1/25/14,0,257.556305,277.815247,6.698432,0.001997
1/26/14,2.898619,274.612946,286.148834,5.988745,0.004116
1/27/14,5.685954,274.268494,289.981201,4.252539,0.00507
1/28/14,0.133467,269.370148,278.358521,3.250659,0.002566
1/29/14,0,268.315369,277.047211,2.2816,0.002304
1/30/14,0.058024,270.257202,282.902313,2.610436,0.002819
1/31/14,0.055955,263.659027,274.501801,4.065045,0.001849
2/1/14,0.227527,267.712433,277.702606,5.04591,0.002539
2/2/14,1.553425,266.898285,278.90033,4.463364,0.002761
2/3/14,0.271974,262.273804,270.742126,3.827906,0.001097
2/4/14,0.234854,266.555511,273.821991,1.789882,0.001917
2/5/14,0.875512,273.304779,278.877716,3.975864,0.002559
2/6/14,1.635631,273.021423,279.313751,3.676363,0.003524
2/7/14,1.226832,268.037079,278.450989,4.616006,0.002111
2/8/14,0,263.945801,271.760345,1.899904,0.001137
2/9/14,0.443126,268.613831,273.42688,3.632682,0.001496
2/10/14,0,260.991699,269.792358,4.796738,0.000888
2/11/14,0.078259,262.137695,268.698975,2.151672,0.000834
2/12/14,0,263.194153,272.10022,3.790766,0.001153
2/13/14,0.615363,270.483337,276.35202,5.723768,0.002399
2/14/14,0,272.516754,280.040436,6.1056,0.00328
2/15/14,0.453847,274.386932,282.555725,5.800758,0.003833
2/16/14,4.569113,276.099731,286.342682,3.41025,0.005271
2/17/14,0.438855,265.120117,283.922119,5.38573,0.002465
2/18/14,0.615093,261.74707,269.929199,3.615179,0.000921
2/19/14,0.79652,256.627136,265.468323,3.400276,0.000732
2/20/14,0.193521,257.661438,270.503326,2.266324,0.000639
2/21/14,2.398486,266.399536,273.255341,6.910198,0.001956
2/22/14,0.878181,256.088959,276.616882,5.011148,0.001749
2/23/14,0,255.642456,265.965485,2.208078,0.000619
2/24/14,0.395902,261.389587,272.38147,2.916641,0.001377
2/25/14,0,267.710022,277.073456,2.488016,0.002096
2/26/14,6.044718,272.918701,278.44455,2.728326,0.002797
2/27/14,13.218544,266.762939,276.338226,8.81732,0.002727
2/28/14,13.010729,263.813141,269.937164,7.090608,0.00207
3/1/14,3.081766,264.062408,273.30246,4.337515,0.001804
3/2/14,0,263.949646,276.619354,0.510886,0.002006
3/3/14,2.968328,270.192108,278.732117,4.140577,0.003208
3/4/14,8.961329,276.805756,287.514496,6.268926,0.004329
3/5/14,4.360354,273.451233,286.817932,5.729745,0.00419
3/6/14,1.020923,265.66507,275.931732,5.8903,0.002143
3/7/14,0.282742,266.152405,273.577698,3.576927,0.001685
3/8/14,1.240831,269.243683,276.900726,4.457638,0.002223
3/9/14,0.636806,271.246124,280.457764,3.525187,0.002789
3/10/14,4.956103,269.520325,276.23291,1.099666,0.003704
3/11/14,0.586696,263.005157,274.934845,7.217291,0.001712
3/12/14,0,265.013763,277.874481,1.445777,0.001684
3/13/14,5.501152,271.059998,278.101654,2.208486,0.003205
3/14/14,0.959624,266.432495,282.026062,6.370851,0.002309
3/15/14,0,261.602051,273.218201,2.338102,0.001479
3/16/14,0.81673,268.820862,277.060028,3.806508,0.001889
3/17/14,15.188493,270.558838,280.491119,5.291819,0.00398
3/18/14,0.058955,279.591248,293.003845,2.173909,0.004235
3/19/14,4.470321,278.312012,286.433533,2.615623,0.004868
3/20/14,1.002567,278.702515,289.828156,2.703332,0.004576
3/21/14,1.12892,276.031494,282.624725,4.238975,0.004021
3/22/14,0.776469,275.127563,280.335602,4.698578,0.003582
3/23/14,0.449105,273.052551,281.031921,5.103226,0.003271
3/24/14,0,273.458618,284.597229,2.53687,0.003623
3/25/14,0.205155,276.192474,284.202393,2.421741,0.004098
3/26/14,2.221269,277.513733,284.235077,3.069297,0.004041
3/27/14,1.62268,275.787109,282.963196,2.991342,0.004017
3/28/14,1.12033,276.168304,283.033356,2.893209,0.004062
3/29/14,1.681994,274.015381,280.33902,2.198748,0.003849
3/30/14,1.829143,273.911835,282.675995,1.62782,0.003553
3/31/14,0.921289,273.519958,283.128845,1.752646,0.003493
4/1/14,2.155025,274.491943,283.14389,2.788904,0.003838
4/2/14,2.138785,272.646576,281.665619,3.616394,0.003683
4/3/14,0.789648,271.613007,279.679962,3.542235,0.003199
4/4/14,0.224348,271.153137,286.017273,2.156042,0.003475
4/5/14,3.689775,276.391541,284.252197,2.836768,0.00431
4/6/14,3.661529,281.704071,288.670227,1.569307,0.00528
4/7/14,0,275.1026,287.647186,0.858029,0.004445
4/8/14,0.265486,279.807892,290.221619,2.513097,0.005782
4/9/14,3.134473,282.270355,294.852966,3.282804,0.007408
4/10/14,2.196975,280.980133,298.542847,5.249851,0.006186
4/11/14,0.100135,270.80069,284.01355,5.618192,0.003195
4/12/14,0,271.233124,280.913605,1.448718,0.002779
4/13/14,1.275486,274.897522,286.021179,2.213761,0.004019
4/14/14,0.553392,279.129761,290.735535,0.860907,0.004551
4/15/14,8.676275,280.206085,288.528534,3.019565,0.005551
4/16/14,0.057282,282.102997,293.486053,1.714622,0.005286
4/17/14,8.992504,280.874176,298.786438,4.552934,0.007653
4/18/14,13.273003,285.308258,298.577942,2.887816,0.008926
4/19/14,6.558761,274.49762,291.474762,4.28348,0.005681
4/20/14,0,275.217499,288.079254,2.292182,0.00442
4/21/14,5.087392,281.448639,290.065094,3.374626,0.006825
4/22/14,0,282.243835,292.404083,1.643556,0.005636
4/23/14,0.075687,283.662933,293.795166,3.119394,0.005393
4/24/14,5.730328,280.566406,297.378784,3.064339,0.007646
4/25/14,1.836614,288.225464,300.34317,3.588506,0.009122
4/26/14,0.30156,284.946655,300.34668,2.558546,0.006633
4/27/14,0.85696,280.264984,291.270386,2.1306,0.00545
4/28/14,0.164294,277.320648,291.910217,1.646275,0.004717
4/29/14,0,277.78067,294.9823,0.648622,0.004937
4/30/14,3.776692,284.330994,291.965179,6.542452,0.007141
5/1/14,2.64858,282.437683,293.982208,4.665303,0.008687
5/2/14,0,275.360138,289.788818,3.478204,0.004407
5/3/14,0,273.484955,289.370728,1.319904,0.003831
5/4/14,1.412053,277.962189,290.385529,3.569135,0.004755
5/5/14,25.338409,277.407684,287.386902,5.530755,0.005263
5/6/14,5.866063,276.769714,286.96579,1.717633,0.005723
5/7/14,1.298802,274.759521,284.565308,5.366888,0.004412
5/8/14,0.864593,275.015564,288.908142,0.650116,0.00439
5/9/14,1.885325,275.731171,288.679291,1.441807,0.004614
5/10/14,1.635969,276.120819,285.224915,2.374948,0.004947
5/11/14,2.216499,276.372955,289.561249,2.322484,0.004833
5/12/14,0,276.96936,293.965942,2.091777,0.005222
5/13/14,0,275.298157,291.967621,0.752998,0.005416
5/14/14,0.589821,285.467865,300.049408,2.326805,0.007945
5/15/14,4.10022,285.126221,298.542786,0.647014,0.008698
5/16/14,2.267271,283.017609,296.248657,3.532404,0.00727
5/17/14,13.983372,281.832947,289.387634,3.124322,0.007214
5/18/14,0.176164,279.987976,289.721313,4.217456,0.00577
5/19/14,0,271.122375,283.050537,1.932262,0.003767
5/20/14,0.773314,278.708252,294.038818,3.148515,0.005981
5/21/14,1.46648,286.765533,292.320099,3.937152,0.008254
5/22/14,2.179256,287.33606,300.383942,2.820055,0.010119
5/23/14,0.609012,287.172424,304.186066,0.917933,0.010109
5/24/14,2.165603,291.332031,304.258575,3.284113,0.010845
5/25/14,4.58771,288.226349,301.36084,3.627573,0.010173
5/26/14,4.066636,283.466888,293.890442,3.037666,0.007524
5/27/14,1.149831,282.319702,289.356171,2.844456,0.006789
5/28/14,0.086784,279.969757,292.759552,2.281286,0.006161
5/29/14,0,279.196198,295.683624,1.127545,0.006115
5/30/14,0.457931,285.431763,303.671112,3.122345,0.007467
5/31/14,3.971013,290.122986,302.01535,1.448007,0.010187
6/1/14,6.651227,287.629089,298.00174,0.711221,0.009987
6/2/14,0,284.713684,297.135986,2.897705,0.007807
6/3/14,0.084482,278.74054,290.459625,2.827513,0.005752
6/4/14,3.095122,278.623291,292.111725,2.729321,0.00636
6/5/14,2.034354,280.088135,290.240723,3.582635,0.00631
6/6/14,2.592276,280.606812,291.546814,2.792168,0.007609
6/7/14,3.343596,287.28775,297.293945,3.819632,0.009359
6/8/14,0.788919,288.189575,296.611725,1.520631,0.009374
6/9/14,18.22143,288.958191,303.308807,3.63889,0.011546
6/10/14,1.29898,290.205444,301.108368,4.130974,0.010621
6/11/14,0.917077,284.169403,295.963928,4.261971,0.007856
6/12/14,0.10909,281.325195,293.576111,3.669203,0.006735
6/13/14,0,279.567902,291.977325,2.219755,0.005482
6/14/14,0.932179,281.182434,294.003143,1.549526,0.006173
6/15/14,25.363861,284.651123,293.964539,1.654847,0.008976
6/16/14,2.839253,284.722961,291.726379,1.638001,0.008133
6/17/14,0.058498,281.06189,290.852234,2.051383,0.006897
6/18/14,2.143391,283.156067,294.494354,1.764593,0.007968
6/19/14,3.346004,282.666962,293.463623,1.948356,0.008112
6/20/14,0.45926,281.724518,295.929565,2.269642,0.006694
6/21/14,0.072443,283.420013,297.820953,2.137926,0.007807
6/22/14,0.051741,283.127228,296.806519,1.581039,0.008268
6/23/14,0,288.495026,301.690948,2.324624,0.009897
6/24/14,15.347545,290.173706,302.949036,1.72559,0.013356
6/25/14,10.613115,290.574921,300.358551,1.180393,0.011786
6/26/14,0.997878,288.498322,299.259491,1.106645,0.009494
6/27/14,0.172877,287.387421,297.425262,2.753652,0.007839
6/28/14,0,283.541718,295.24585,2.049752,0.007198
6/29/14,0,280.884521,297.590179,0.89639,0.007713
6/30/14,0,285.045441,300.206299,2.308462,0.009155
7/1/14,0.074813,289.732025,304.853149,3.251403,0.011026
7/2/14,0.521369,293.370056,305.978973,3.686911,0.01286
7/3/14,1.332865,294.340332,306.914917,3.10294,0.013432
7/4/14,10.345996,289.365936,302.71875,1.569733,0.012287
7/5/14,4.968817,287.294525,296.900574,4.177719,0.009824
7/6/14,0,284.532776,296.446228,3.330141,0.007275
7/7/14,2.026327,286.504395,298.584778,2.446646,0.01021
7/8/14,0.215145,289.79071,301.751221,1.786367,0.010803
7/9/14,7.055327,293.272369,304.269897,3.774391,0.013056
7/10/14,9.397432,286.136505,299.384186,1.933685,0.012652
7/11/14,0.053971,282.934479,291.451752,3.650106,0.007889
7/12/14,0,283.500763,291.301727,1.068099,0.007738
7/13/14,0,284.352203,293.149109,1.521926,0.008228
7/14/14,0.681068,285.1185,300.184052,2.679796,0.009772
7/15/14,11.780791,290.577332,301.676483,2.415242,0.012359
7/16/14,5.195565,287.381714,299.664642,1.542577,0.012076
7/17/14,8.850257,287.220703,299.330566,1.260998,0.010562
7/18/14,5.398921,288.124939,298.499786,2.510632,0.011387
7/19/14,0.747518,287.676086,299.695892,0.862645,0.011084
7/20/14,0.286356,290.430664,299.631134,2.632314,0.011346
7/21/14,0,289.371521,300.680969,2.522867,0.009878
7/22/14,13.42363,285.598145,297.004395,0.927725,0.009112
7/23/14,4.545508,288.634918,297.239838,1.951665,0.011762
7/24/14,0,283.644073,295.500732,1.942063,0.008122
7/25/14,0.370725,283.559235,297.761597,0.925306,0.00792
7/26/14,0.113013,284.015503,299.622009,0.757615,0.008452
7/27/14,9.236444,285.666626,295.154816,1.729389,0.009665
7/28/14,9.064996,290.58371,299.194122,0.748706,0.012185
7/29/14,0,287.405121,298.333832,1.11902,0.009994
7/30/14,4.591471,289.405365,301.315948,2.580426,0.012195
7/31/14,0.505455,289.849396,300.53775,2.811871,0.011464
8/1/14,0,281.564941,298.724823,0.672017,0.008338
8/2/14,0.586557,286.800964,299.903656,2.241565,0.010016
8/3/14,9.792013,292.076904,301.119751,2.271857,0.014118
8/4/14,8.333957,292.419464,302.944305,2.261647,0.013809
8/5/14,4.598904,291.098145,302.31543,1.551147,0.013903
8/6/14,8.30374,291.823059,302.6474,0.747803,0.014211
8/7/14,16.70813,293.072144,304.369965,1.55142,0.014423
8/8/14,8.943042,290.870453,300.970032,2.834924,0.012389
8/9/14,0.856806,288.833893,300.75647,2.73732,0.011545
8/10/14,0,285.59314,300.326233,1.455434,0.010501
8/11/14,0.624999,289.422638,304.385986,1.909747,0.011706
8/12/14,0.949275,290.823334,305.039368,1.554935,0.011564
8/13/14,0,289.118408,305.492249,0.864689,0.010711
8/14/14,0,289.441956,306.008026,1.178166,0.010158
8/15/14,0,292.214661,309.993988,2.852438,0.010587
8/16/14,2.590301,293.826294,307.574982,3.534969,0.012141
8/17/14,0.396616,286.489868,300.355408,3.166207,0.00871
8/18/14,0,282.302277,294.81723,2.60352,0.006575
8/19/14,0,280.152679,299.764496,2.163773,0.006893
8/20/14,2.514936,289.230774,300.002289,1.481631,0.009301
8/21/14,0.468863,284.98349,296.687622,2.551275,0.008335
8/22/14,0,281.126434,300.093994,1.92463,0.007102
8/23/14,0,285.591797,301.866455,1.483157,0.009066
8/24/14,21.03474,289.995209,298.455444,1.340246,0.010093
8/25/14,4.233807,281.237793,294.569489,4.042051,0.008227
8/26/14,0,278.205139,292.651611,2.155879,0.006219
8/27/14,0,279.997955,295.249054,0.82784,0.006613
8/28/14,0,284.658539,299.18573,2.365071,0.008521
8/29/14,3.829553,287.976532,298.322388,0.979859,0.011245
8/30/14,0,280.428223,293.281616,4.021606,0.00633
8/31/14,0,277.5802,295.370972,0.716919,0.00554
9/1/14,0.053239,283.617371,301.890137,3.352041,0.007389
9/2/14,1.012134,293.465698,304.000549,3.517774,0.012023
9/3/14,18.107691,291.375366,300.011108,0.804516,0.012171
9/4/14,32.234093,286.447113,296.608215,2.439816,0.011054
9/5/14,0.056989,281.936707,289.348572,3.749188,0.006198
9/6/14,0,276.813904,293.120697,0.559991,0.006597
9/7/14,2.224974,283.272491,293.896393,4.219303,0.007409
9/8/14,9.812302,284.507751,293.995361,2.54436,0.009998
9/9/14,0,283.691925,297.019409,1.348821,0.009442
9/10/14,0.13095,284.150208,296.669556,1.108647,0.008733
9/11/14,0,285.051605,297.724854,2.298641,0.008734
9/12/14,0,285.873779,297.542908,2.70699,0.009097
9/13/14,0.08115,284.759644,296.32193,2.79054,0.008431
9/14/14,0,286.064026,295.623077,2.708212,0.008066
9/15/14,0,285.684052,294.622864,2.044055,0.008295
9/16/14,0,286.326996,296.468689,2.404773,0.008621
9/17/14,0,290.176544,298.74295,1.750784,0.010447
9/18/14,0.281907,291.231537,301.034454,2.151459,0.010878
9/19/14,9.666629,286.894867,300.600464,4.33129,0.012678
9/20/14,1.160287,276.406464,288.312317,4.832045,0.004957
9/21/14,1.480062,278.390747,292.742279,2.174077,0.005972
9/22/14,0.073601,280.310608,296.42395,2.993461,0.006287
9/23/14,0,285.389313,293.330933,1.658915,0.008119
9/24/14,0,281.688232,295.631989,1.359262,0.007222
9/25/14,0,282.624207,293.390625,2.422101,0.00699
9/26/14,6.263203,286.72818,297.06015,4.057694,0.011535
9/27/14,7.293091,288.066071,298.673859,3.394345,0.010545
9/28/14,0.088348,280.288727,294.680084,3.215423,0.006908
9/29/14,0.781831,283.837921,293.923798,3.481544,0.007958
9/30/14,0,278.025269,292.657196,2.400005,0.005402
10/1/14,0,273.96582,292.196411,1.179215,0.004158
10/2/14,0,278.729828,298.099243,2.772818,0.005415
10/3/14,0,285.300873,298.764313,3.862129,0.008847
10/4/14,0.539475,291.074158,300.935577,4.064409,0.010263
10/5/14,12.803315,288.490784,300.387939,1.181916,0.010718
10/6/14,3.885144,289.225281,298.048279,4.55532,0.011238
10/7/14,0.625658,285.174164,297.969086,2.801377,0.008599
10/8/14,0.342266,279.40332,295.484283,4.067785,0.007842
10/9/14,0.087263,290.673615,303.31955,4.535767,0.010271
10/10/14,5.349254,279.316895,299.425262,3.698091,0.008719
10/11/14,0.055023,274.121399,283.995605,4.833926,0.003987
10/12/14,0,272.771484,286.347473,2.189046,0.004001
10/13/14,0,274.399323,294.269653,2.031044,0.005006
10/14/14,16.388466,281.635925,287.132416,5.532244,0.006347
10/15/14,20.368139,285.599396,300.363159,4.093733,0.009822
10/16/14,0.42733,285.327362,296.091339,3.874942,0.008044
10/17/14,0.453471,283.615601,296.281647,2.548406,0.00701
10/18/14,0,278.792389,290.697021,2.183264,0.005537
10/19/14,0.06925,277.212677,293.505615,2.007136,0.005286
10/20/14,3.861432,283.406799,291.992554,4.136441,0.007123
10/21/14,1.994275,283.33194,296.34726,4.772963,0.007738
10/22/14,1.69745,276.654144,286.953583,4.206285,0.004764
10/23/14,0.808582,272.752533,284.220642,3.02831,0.003673
10/24/14,0.155779,272.681427,282.587891,1.938423,0.004067
10/25/14,0,273.768311,285.417786,0.469204,0.00412
10/26/14,3.76179,278.284241,285.308258,2.134383,0.005543
10/27/14,0,277.668304,287.837128,3.35285,0.005434
10/28/14,7.096266,279.597321,289.007629,3.391085,0.006233
10/29/14,1.766485,278.206177,289.890625,3.380708,0.005288
10/30/14,0.327624,272.869751,280.259796,2.818497,0.004012
10/31/14,0.258295,275.573029,283.576721,4.302251,0.004441
11/1/14,7.363941,280.619141,288.530548,5.212212,0.006992
11/2/14,5.592839,279.686432,291.653351,2.993639,0.00684
11/3/14,3.393733,277.852966,283.567932,5.918344,0.004462
11/4/14,2.961448,277.630554,287.178589,5.316594,0.005285
11/5/14,1.383777,281.017822,290.427002,4.945045,0.005938
11/6/14,0.886405,272.865234,281.19101,5.256101,0.00411
11/7/14,3.863067,269.947296,278.729614,3.109703,0.003447
11/8/14,5.465188,275.99939,288.795624,5.784309,0.005814
11/9/14,1.93759,287.168335,298.543518,7.45091,0.008185
11/10/14,1.996028,281.770355,298.376404,4.025207,0.006602
11/11/14,3.910869,277.748962,293.500031,3.679019,0.005769
11/12/14,3.679122,279.027069,294.019379,6.410496,0.006584
11/13/14,0.798292,272.484741,280.872559,7.423306,0.003246
11/14/14,0.65823,268.22348,275.868927,2.348563,0.002493
11/15/14,16.635038,270.853607,279.342712,5.608968,0.003808
11/16/14,1.352686,276.814972,287.298553,3.450171,0.005078
11/17/14,1.901022,270.988556,281.271851,5.298689,0.003605
11/18/14,0.864408,267.639801,272.06308,4.057545,0.002758
11/19/14,0,266.729797,271.215485,1.194063,0.002604
11/20/14,0.347738,269.861115,275.974152,4.391494,0.003403
11/21/14,4.812761,275.83609,283.250122,5.610832,0.005062
11/22/14,3.208505,278.12085,287.469879,4.733354,0.005194
11/23/14,0,269.816162,278.480377,2.867409,0.003083
11/24/14,0,269.85318,281.759216,4.16769,0.003628
11/25/14,4.99099,277.89447,286.212708,5.045133,0.0055
11/26/14,10.094439,272.582062,288.549713,4.757329,0.005877
11/27/14,0,266.912781,278.128235,4.194335,0.002535
11/28/14,0,270.553558,279.495117,3.334794,0.00276
11/29/14,3.136943,267.33844,281.442047,3.338288,0.002995
11/30/14,13.347866,274.631989,283.461395,3.87703,0.005001
12/1/14,0,274.179413,281.982941,1.821717,0.00412
12/2/14,2.003604,277.491547,285.978668,3.825049,0.004713
12/3/14,0.24323,275.814911,289.710114,4.969651,0.00515
12/4/14,0.267915,272.936432,277.783661,5.018556,0.003369
12/5/14,2.271938,271.195648,277.745514,5.95081,0.003163
12/6/14,0,269.979553,281.906494,2.201873,0.003279
12/7/14,6.451416,276.405609,279.752808,2.168568,0.004811
12/8/14,0.774964,270.722809,283.646301,5.141658,0.00418
12/9/14,0,264.690857,273.986603,2.390239,0.002313
12/10/14,2.078204,272.907349,280.098236,4.114439,0.003728
12/11/14,0.131722,271.699188,278.282104,3.881479,0.003203
12/12/14,4.680089,271.247253,275.490143,2.652009,0.003205
12/13/14,3.709239,274.651428,281.43631,1.314161,0.00447
12/14/14,0.283716,265.264404,278.328613,5.027158,0.002922
12/15/14,0.122881,263.222595,272.219513,3.393944,0.001609
12/16/14,0,268.027069,275.51001,5.124693,0.001823
12/17/14,0.192614,270.625214,277.553619,1.950034,0.002828
12/18/14,0.83485,262.301056,274.450684,4.017004,0.002175
12/19/14,1.856774,260.533325,267.921356,4.650896,0.001272
12/20/14,0.134947,263.693481,273.820251,5.377221,0.001346
12/21/14,1.012563,267.246765,274.895813,4.316267,0.001869
12/22/14,0.229448,264.971954,272.284241,3.668399,0.001566
12/23/14,0.084062,270.408813,275.831451,4.375561,0.002277
12/24/14,0,271.034027,277.346069,4.859417,0.002735
12/25/14,0,271.409668,278.010956,3.789394,0.003103
12/26/14,3.397207,272.494415,275.795929,2.1725,0.003389
12/27/14,3.113469,268.158844,276.684326,2.399083,0.003759
12/28/14,0.178802,262.634613,271.038544,3.579677,0.001475
12/29/14,0,261.162201,268.825867,2.984431,0.001357
12/30/14,2.454549,266.45932,273.662384,1.495147,0.002246
12/31/14,0.134594,265.909912,273.161438,0.74524,0.002344
1/1/15,1.455467,269.823273,276.86557,2.688799,0.003011
1/2/15,0.056681,267.471405,277.459717,1.205883,0.002924
1/3/15,1.869451,262.587006,271.424164,4.129395,0.002044
1/4/15,0.054069,261.532501,269.251892,5.214986,0.001552
1/5/15,0.109439,261.513153,269.543152,1.704,0.001628
1/6/15,0,261.227692,273.682312,2.579551,0.002098
1/7/15,0.478306,271.802216,276.14978,2.282329,0.002598
1/8/15,5.409993,271.183594,272.521301,1.675762,0.003217
1/9/15,2.107476,268.529816,274.65332,6.962201,0.002804
1/10/15,0.797214,266.609344,272.836182,7.561845,0.002457
1/11/15,0.487975,264.59613,269.808228,5.204361,0.001888
1/12/15,0.665565,264.573547,274.044159,5.480228,0.002424
1/13/15,0.175394,268.294891,274.600037,4.989018,0.002564
1/14/15,0.324224,268.664459,276.012543,2.608785,0.002774
1/15/15,2.170208,254.355698,272.184967,5.562708,0.001995
1/16/15,1.329919,249.374146,261.204651,3.337387,0.000695
1/17/15,1.797605,251.503677,260.543213,5.756233,0.000767
1/18/15,1.161647,256.139771,263.659698,6.241128,0.001008
1/19/15,0.52862,261.702515,267.257477,4.752382,0.001304
1/20/15,1.329269,259.962585,265.230347,2.328379,0.001461
1/21/15,4.328794,257.139313,263.247192,7.287595,0.001154
1/22/15,0.538116,259.256104,271.463989,5.31006,0.001516
1/23/15,1.379474,262.30481,271.903381,5.031937,0.001915
1/24/15,0.160052,256.192871,268.926819,2.605865,0.001099
1/25/15,0.159082,254.181427,264.063904,1.021315,0.000791
1/26/15,0.766995,257.711548,264.413605,1.883601,0.001143
1/27/15,0.5801,255.719376,266.168213,2.998339,0.001151
1/28/15,0.134003,249.40361,263.635193,1.36147,0.000625
1/29/15,0,254.469467,261.799622,0.30543,0.000792
1/30/15,0.736596,251.53035,266.509827,5.147705,0.001178
1/31/15,1.563559,266.914703,273.838593,3.55749,0.001843
2/1/15,0.227492,264.034088,275.722656,3.215432,0.002133
2/2/15,0,267.474701,274.650513,2.053663,0.002404
2/3/15,0,264.910156,272.420013,1.528785,0.001943
2/4/15,6.460632,268.135956,274.439484,2.829431,0.002847
2/5/15,1.022682,263.902466,275.811066,5.434608,0.002197
2/6/15,0.201645,258.140717,268.502869,4.226283,0.001195
2/7/15,0.551404,263.471344,272.57193,2.347867,0.001654
2/8/15,0.452134,262.855133,273.392365,5.924971,0.001557
2/9/15,0.368211,254.325241,265.819489,1.590269,0.000892
2/10/15,5.779789,255.200409,264.641602,6.01282,0.000886
2/11/15,0.207515,257.239044,265.790527,4.477529,0.000847
2/12/15,0.096538,254.32402,264.500397,2.205225,0.000877
2/13/15,0,250.5625,264.215393,1.548918,0.000955
2/14/15,0.533597,257.887573,270.414185,4.100078,0.001439
2/15/15,0.4806,269.198151,278.438293,3.792867,0.002723
2/16/15,0.241875,269.290131,276.679901,2.076289,0.002644
2/17/15,1.170331,261.669891,274.652954,3.708006,0.002058
2/18/15,0.162104,259.428741,270.097961,2.495995,0.001231
2/19/15,2.345865,267.48349,275.239075,5.125697,0.002563
2/20/15,0.598705,259.740631,277.855743,6.089963,0.001631
2/21/15,0.086225,256.500366,268.030975,2.869021,0.001231
2/22/15,0,259.115051,272.902222,4.799824,0.001807
2/23/15,1.932282,269.605286,276.167786,4.50886,0.002726
2/24/15,1.740442,260.120941,276.524536,4.392219,0.002207
2/25/15,0,255.133942,263.639893,6.321446,0.001084
2/26/15,0,258.576874,268.597809,5.636421,0.001371
2/27/15,0,260.668335,267.686768,5.700233,0.001639
2/28/15,0,258.47934,267.894104,6.353979,0.00123
3/1/15,0,258.806427,270.781464,5.260195,0.001354
3/2/15,0,260.15506,274.973236,2.961442,0.001684
3/3/15,0.067975,268.021088,274.720795,3.244826,0.002468
3/4/15,0.054967,267.91568,274.828217,3.004969,0.002531
3/5/15,0.120152,272.834412,277.012421,1.86475,0.002785
3/6/15,0.109628,270.352386,278.277863,1.244869,0.00271
3/7/15,0.186157,272.106232,276.914154,1.507352,0.002742
3/8/15,0,269.241028,278.280212,1.018159,0.002783
3/9/15,2.922211,263.677185,277.038391,1.080316,0.002845
3/10/15,0.666046,259.941254,271.167755,7.796348,0.000978
3/11/15,0,257.84549,268.039642,4.618715,0.001015
3/12/15,5.089666,261.944519,266.974304,2.095798,0.001529
3/13/15,1.703365,260.082153,268.416107,5.304379,0.001524
3/14/15,0.100301,260.70874,271.600861,5.041228,0.001479
3/15/15,0.095538,263.364838,271.841431,2.651067,0.001759
3/16/15,0.982305,268.009918,277.218353,2.362095,0.002353
3/17/15,0.058886,266.717834,277.644531,2.883152,0.00245
3/18/15,0.128293,269.391785,287.975403,3.500738,0.003028
