yyyy-mm-dd,pr_GFDL-ESM2M_rcp45(mm),tasmin_GFDL-ESM2M_rcp45(K),tasmax_GFDL-ESM2M_rcp45(K),was_GFDL-ESM2M_rcp45(ms-1),huss_GFDL-ESM2M_rcp45(kgkg-1)
7/24/08,1.325531,286.255341,297.475922,0.669211,0.009902
7/25/08,0.124527,288.753571,300.081085,2.826988,0.009872
7/26/08,0,284.248322,299.100006,2.716206,0.007597
7/27/08,0,283.766998,299.208618,1.145041,0.007488
7/28/08,0,285.394928,301.507294,1.701269,0.007081
7/29/08,1.897787,287.024719,300.735138,1.958146,0.008269
7/30/08,0.296756,285.63327,301.834381,1.668378,0.008992
7/31/08,0,286.140259,301.624268,1.599351,0.008121
8/1/08,3.72811,287.106812,297.613861,1.922722,0.00851
8/2/08,32.579342,287.157104,295.904755,2.504999,0.010777
8/3/08,7.020534,291.414246,298.01474,0.825206,0.012832
8/4/08,0.892252,290.883148,301.674377,2.113977,0.012551
8/5/08,0.076361,289.433716,302.95108,0.553358,0.012113
8/6/08,1.261148,289.939819,300.810181,0.635549,0.01192
8/7/08,5.045688,290.688812,302.699554,0.746479,0.013874
8/8/08,0.401415,291.186005,302.510254,2.650451,0.011387
8/9/08,0,287.351196,300.903717,1.219018,0.009659
8/10/08,0,288.830933,302.197632,2.418556,0.010845
8/11/08,1.398935,290.850861,302.540833,3.792572,0.012233
8/12/08,10.489248,288.5896,298.35498,2.520912,0.012412
8/13/08,0,285.174225,298.360687,2.228196,0.009302
8/14/08,0,287.397552,298.053711,1.780305,0.009405
8/15/08,0.460066,290.904358,300.991547,2.252005,0.011709
8/16/08,5.258677,290.867157,302.732605,1.200702,0.013515
8/17/08,0,288.902557,302.28125,1.406379,0.011322
8/18/08,0,290.002777,304.082794,1.316884,0.011027
8/19/08,0,291.302887,304.671082,2.655062,0.011456
8/20/08,0.169778,291.823334,303.805817,3.436097,0.012713
8/21/08,9.842934,291.760864,301.132538,1.898479,0.013893
8/22/08,5.859798,289.653961,297.991302,2.801761,0.011533
8/23/08,18.547964,290.37326,297.609344,1.496977,0.01293
8/24/08,5.682617,288.264526,296.967743,2.586136,0.011562
8/25/08,0.917583,289.577606,299.51593,3.236094,0.010174
8/26/08,1.095337,287.846497,302.731049,2.412001,0.012317
8/27/08,0.270325,289.239105,302.153381,3.15405,0.01027
8/28/08,0,284.130798,296.957886,3.14562,0.007843
8/29/08,0.063005,285.259064,296.747589,1.54696,0.008191
8/30/08,7.587145,285.581299,293.770782,1.751719,0.009458
8/31/08,43.400234,287.338959,298.793884,1.656806,0.011394
9/1/08,16.46166,284.671906,294.380615,3.29899,0.009653
9/2/08,0,282.385925,293.401337,2.519444,0.007361
9/3/08,0.057266,276.062073,293.827484,0.670368,0.006672
9/4/08,0,283.882935,296.464294,2.618758,0.008104
9/5/08,0,286.039703,298.160126,3.738682,0.009231
9/6/08,2.418614,289.071655,298.683624,4.622055,0.010586
9/7/08,3.781591,288.262299,299.26709,1.534826,0.011058
9/8/08,0,281.526001,297.703674,0.397991,0.008409
9/9/08,30.383114,288.718506,298.386627,4.613474,0.010503
9/10/08,1.863591,286.900879,298.12738,4.254663,0.009132
9/11/08,0,283.758179,296.339233,2.301119,0.007585
9/12/08,0,281.8125,294.013214,1.320963,0.007857
9/13/08,6.685277,288.19989,303.004883,3.673898,0.011861
9/14/08,3.858511,285.483032,300.515961,3.143292,0.010296
9/15/08,1.61184,281.764984,293.057678,1.756393,0.006586
9/16/08,4.665606,283.110077,290.615967,1.443477,0.006723
9/17/08,2.401602,285.050446,294.93457,2.0572,0.007874
9/18/08,0.782084,281.584045,292.585266,2.409388,0.006639
9/19/08,2.94019,279.049774,290.503296,2.456022,0.006165
9/20/08,0.297989,276.644348,289.062378,1.781957,0.005201
9/21/08,0,277.051392,288.405243,1.663719,0.005278
9/22/08,0,276.432343,290.888336,2.867796,0.005219
9/23/08,16.555298,283.519592,289.687225,6.078028,0.00789
9/24/08,4.115637,287.406952,293.350525,2.9805,0.008673
9/25/08,4.07934,282.625427,291.703979,2.922923,0.007739
9/26/08,5.012735,279.197021,290.414154,3.392069,0.006967
9/27/08,2.249103,278.029083,289.239258,3.329059,0.006134
9/28/08,1.885732,276.262634,285.220062,3.200599,0.00479
9/29/08,0.432807,274.223145,285.045807,2.522838,0.004267
9/30/08,0.722627,275.104492,285.35376,1.462698,0.004123
10/1/08,2.703617,275.916962,284.829865,1.335416,0.004641
10/2/08,28.532648,281.527252,289.080902,3.990543,0.007197
10/3/08,3.29385,281.895416,290.481384,2.98098,0.007985
10/4/08,0.838043,276.962646,285.812531,3.743275,0.005317
10/5/08,0.288265,273.028961,283.796936,3.07625,0.004049
10/6/08,0.244046,274.783905,280.299469,3.965919,0.003823
10/7/08,1.483147,275.834503,282.55481,4.429057,0.003981
10/8/08,0,273.753693,283.631317,2.140022,0.004075
10/9/08,0.363226,274.594879,284.010468,1.57767,0.004242
10/10/08,15.688918,278.596527,284.726288,2.897831,0.006224
10/11/08,0.063991,277.191254,285.150665,3.23234,0.005392
10/12/08,0,273.709625,288.430725,1.167844,0.004848
10/13/08,0,276.699951,296.072235,1.327034,0.005714
10/14/08,26.659016,284.58963,295.053497,3.897478,0.008116
10/15/08,4.024119,286.024536,297.303101,2.922031,0.009583
10/16/08,1.076261,285.370209,294.074066,1.37527,0.007781
10/17/08,3.727127,284.586456,291.333557,2.77196,0.00753
10/18/08,10.631782,282.174255,291.39502,3.285527,0.00806
10/19/08,0.282779,279.557526,288.934204,4.47034,0.00654
10/20/08,0.102716,275.565216,286.23938,2.8671,0.004508
10/21/08,3.711807,276.712555,284.187714,1.637078,0.004489
10/22/08,1.438816,275.473053,284.647064,3.756186,0.004996
10/23/08,0.948373,277.53302,286.305206,3.536547,0.004766
10/24/08,0.131181,273.942627,285.989044,1.473244,0.004743
10/25/08,5.639592,278.932404,285.744537,0.792933,0.006036
10/26/08,0.27998,278.541565,286.813904,2.01289,0.005887
10/27/08,9.322222,277.140076,281.567841,3.278412,0.005161
10/28/08,11.085359,274.771179,281.686218,4.775523,0.005255
10/29/08,1.488334,277.518646,287.201172,6.112236,0.005025
10/30/08,0.507162,276.396423,286.701569,5.075286,0.005216
10/31/08,3.418489,280.094971,287.677002,1.48591,0.00554
11/1/08,15.520855,279.723724,284.100189,1.584097,0.006995
11/2/08,0,277.35675,289.174835,2.318142,0.006105
11/3/08,0.23029,277.001526,286.380524,2.97851,0.005451
11/4/08,0,276.475586,281.134857,0.770708,0.004486
11/5/08,0.176882,275.606415,283.31662,1.021205,0.004603
11/6/08,0,274.262543,286.170685,2.779905,0.004728
11/7/08,0,277.104248,289.512573,2.787901,0.005259
11/8/08,0,278.179199,290.181396,1.028948,0.005903
11/9/08,2.641004,282.460571,291.51767,6.13736,0.005962
11/10/08,3.965444,274.823486,291.982147,8.398402,0.005305
11/11/08,3.462415,270.76532,277.155579,5.860693,0.003083
11/12/08,4.8635,272.544128,279.691101,6.127027,0.004343
11/13/08,0.232721,271.068787,281.332764,4.076758,0.003654
11/14/08,0.079554,276.730621,285.390289,4.602774,0.004702
11/15/08,3.139133,266.432251,285.180847,3.878965,0.004013
11/16/08,0,264.748444,270.429108,2.677036,0.001591
11/17/08,3.966146,263.292755,274.313293,3.995818,0.001859
11/18/08,1.751207,270.076202,276.584717,5.145524,0.002724
11/19/08,0,267.692993,275.033173,1.200463,0.002368
11/20/08,4.729368,271.235931,280.62262,4.350306,0.003989
11/21/08,0.548459,277.206085,286.506653,4.269426,0.004624
11/22/08,0,271.823669,278.51236,2.893456,0.002874
11/23/08,0.114736,272.556946,279.114777,2.33372,0.003251
11/24/08,0,272.740814,280.654999,2.638824,0.004297
11/25/08,2.301729,276.093018,283.164673,2.628561,0.004817
11/26/08,0.265988,272.291718,278.463806,4.939884,0.003341
11/27/08,0.406047,272.595398,278.398621,2.647209,0.003209
11/28/08,1.873216,276.720917,286.161072,5.136936,0.00426
11/29/08,0.399665,271.014526,277.689362,5.161191,0.003327
11/30/08,0.069883,268.815582,283.967773,3.341928,0.003602
12/1/08,1.862286,275.542633,288.049652,4.593454,0.004459
12/2/08,0.388881,270.770508,276.391022,5.051984,0.002833
12/3/08,0,270.440002,275.412628,1.531857,0.002116
12/4/08,0.123752,269.324554,275.762695,1.517036,0.002437
12/5/08,6.517173,271.105713,275.541595,3.465474,0.003288
12/6/08,0,267.129608,274.088654,3.088506,0.00304
12/7/08,0,266.516113,274.450958,3.348848,0.002016
12/8/08,0,268.582031,281.600433,5.111768,0.002652
12/9/08,6.388714,275.495422,283.596741,5.721039,0.005785
12/10/08,0,279.397675,290.59317,1.716818,0.004742
12/11/08,17.271885,277.254272,282.84259,3.879149,0.004832
12/12/08,16.63036,278.345581,285.457031,4.242597,0.006297
12/13/08,4.35285,269.524475,282.34549,8.517722,0.003895
12/14/08,0.719712,271.780273,275.36441,5.96929,0.002561
12/15/08,0.397187,268.490662,273.90509,3.394052,0.002278
12/16/08,1.309156,270.686127,276.237915,2.773257,0.002538
12/17/08,1.030351,263.696533,271.072876,3.86741,0.001707
12/18/08,0.569312,263.65921,270.002533,3.690387,0.001369
12/19/08,0.189529,260.85614,269.551239,3.287467,0.001198
12/20/08,0.175904,261.108276,267.766968,2.04588,0.000781
12/21/08,0.422507,259.630249,266.817535,2.570167,0.000886
12/22/08,0.211456,259.43988,267.218201,4.13678,0.00109
12/23/08,0.315994,260.562958,272.599792,5.249563,0.001567
12/24/08,2.749978,261.554535,273.503296,2.86171,0.002016
12/25/08,0.162176,255.614273,266.411194,1.99624,0.000643
12/26/08,14.40293,259.566223,275.525146,5.396004,0.002312
12/27/08,1.236685,258.07785,280.587677,6.522346,0.002272
12/28/08,3.140903,253.483398,269.734955,1.732433,0.00079
12/29/08,15.437334,268.644409,280.659576,5.8365,0.00476
12/30/08,7.626031,266.410187,282.511444,5.750507,0.004573
12/31/08,0.093768,263.817688,272.54126,3.931322,0.001645
1/1/09,0,267.605286,273.67865,2.614942,0.002045
1/2/09,0.19868,269.003723,275.926941,2.760128,0.002553
1/3/09,0.423236,273.422211,278.112183,3.731985,0.003244
1/4/09,0.054253,271.915527,279.60434,3.351439,0.003404
1/5/09,1.559522,272.773529,280.631836,6.060023,0.003589
1/6/09,0,267.703186,277.657532,3.373121,0.002521
1/7/09,0.468571,274.227295,281.07608,6.168819,0.00312
1/8/09,1.475394,277.220886,286.140411,4.438839,0.004717
1/9/09,0.840511,276.847351,284.853424,4.298898,0.00378
1/10/09,4.009596,274.188324,284.398163,6.189407,0.00473
1/11/09,0,267.926056,282.429749,6.955965,0.002302
1/12/09,0.214389,267.756927,274.7612,5.791893,0.001831
1/13/09,0.663,266.005524,271.663391,5.036959,0.001412
1/14/09,0.095336,264.144714,269.746338,3.546769,0.001058
1/15/09,0.719361,264.899811,271.216156,0.763261,0.000831
1/16/09,2.017127,262.09671,269.627625,5.140442,0.001595
1/17/09,0.497389,260.457336,267.978729,4.087969,0.001162
1/18/09,0.465303,263.019531,271.976624,5.199718,0.001733
1/19/09,0,262.914246,273.816223,3.562104,0.001869
1/20/09,0,269.646027,276.1427,3.062302,0.00182
1/21/09,2.702561,269.25946,275.538513,1.837736,0.002521
1/22/09,11.717672,272.066162,277.997284,5.685525,0.003992
1/23/09,2.115836,263.829987,280.846649,4.129638,0.0028
1/24/09,0.254329,262.608643,269.198364,6.458673,0.001146
1/25/09,0.324676,257.271362,264.647522,1.197584,0.000842
1/26/09,4.183839,259.706665,266.851288,3.919585,0.001678
1/27/09,3.208578,249.759079,265.920929,6.420631,0.001154
1/28/09,0.217116,246.102661,257.339294,6.858684,0.000407
1/29/09,0,245.529587,256.524628,4.27759,0.000449
1/30/09,0.228796,251.551865,260.900543,1.177844,0.00073
1/31/09,0.236459,255.144424,262.774231,2.39535,0.000964
2/1/09,0,246.888199,260.762207,1.582969,0.00062
2/2/09,1.874405,255.820023,267.596649,2.752071,0.001129
2/3/09,3.266269,264.415802,269.49939,2.255324,0.001782
2/4/09,0.113001,258.75473,270.124268,2.060106,0.001289
2/5/09,0,266.889465,273.930054,4.078975,0.002039
2/6/09,0.142782,262.060028,274.5,2.723702,0.001913
2/7/09,0.727723,263.147308,271.336487,2.662626,0.001444
2/8/09,1.976474,255.038406,276.628448,4.631461,0.002227
2/9/09,0,244.150833,256.831085,4.69119,0.000538
2/10/09,1.441879,250.344879,260.607117,2.472502,0.000631
2/11/09,8.228719,256.196716,260.302124,3.744562,0.000592
2/12/09,1.018169,251.329498,260.651764,6.142049,0.000538
2/13/09,0.051442,246.598892,258.416229,4.386452,0.00051
2/14/09,0,252.907013,263.643311,1.317004,0.000793
2/15/09,0,253.057495,269.108124,2.007976,0.000912
2/16/09,0.241943,261.660522,274.526886,3.691377,0.001802
2/17/09,2.340278,265.115295,273.931824,2.038554,0.002289
2/18/09,0.234789,260.043732,269.750946,2.596015,0.001401
2/19/09,0.45338,263.725281,275.147278,4.936345,0.002012
2/20/09,0.097135,266.402344,277.709869,5.606558,0.002201
2/21/09,0.588487,266.752899,277.587738,3.794411,0.002809
2/22/09,0,255.178604,269.77771,1.870909,0.00136
2/23/09,0,254.778503,269.615967,3.595618,0.00139
2/24/09,0,266.335175,279.119995,3.649002,0.002802
2/25/09,1.651558,275.255035,278.722839,4.363483,0.00379
2/26/09,4.401231,269.586731,280.05307,7.061021,0.003192
2/27/09,0.441044,266.529083,276.911072,6.66497,0.001858
2/28/09,0.316582,267.361267,280.312164,2.718221,0.002258
3/1/09,1.352942,267.078949,279.532654,4.981287,0.003332
3/2/09,0,258.923492,269.659485,5.934458,0.001026
3/3/09,0,260.625946,268.634613,3.347926,0.001158
3/4/09,0,258.105499,267.899292,3.09443,0.001091
3/5/09,0.191007,260.582092,273.216949,0.914645,0.001478
3/6/09,9.894752,265.303986,273.394531,2.385531,0.002556
3/7/09,0.76818,257.577972,271.745911,7.776388,0.00189
3/8/09,0.304999,252.211716,262.569733,8.15035,0.000868
3/9/09,0,254.118103,260.793549,5.147003,0.000789
3/10/09,0,251.748444,261.616577,5.16337,0.000951
3/11/09,0,256.477936,268.154602,3.922246,0.001289
3/12/09,0.228206,258.673645,269.424835,1.509597,0.00159
3/13/09,3.344668,263.418579,270.607483,3.094169,0.002198
3/14/09,1.925882,266.94339,271.780334,1.550832,0.002348
3/15/09,0.785365,265.444214,274.073578,4.255254,0.001898
3/16/09,0.677823,262.460022,272.263458,5.892334,0.001769
3/17/09,0,258.799377,266.422668,3.833899,0.001159
3/18/09,0,261.657135,275.621063,1.072478,0.001498
3/19/09,6.92274,272.121674,280.710236,5.210494,0.003376
3/20/09,8.206811,277.525726,288.559998,6.540595,0.00583
3/21/09,3.19894,269.231934,293.420715,6.54633,0.004384
3/22/09,0.335059,256.512421,274.176361,6.143775,0.001436
3/23/09,0.146218,262.75351,275.609833,3.502127,0.001749
3/24/09,8.344796,272.994324,280.078796,5.365634,0.004097
3/25/09,2.603102,275.086182,282.871613,1.930976,0.004287
3/26/09,0.332646,270.472229,278.959015,3.50431,0.003127
3/27/09,1.182025,269.755188,276.737488,1.074146,0.002844
3/28/09,0.272144,274.662354,285.057312,0.715294,0.004021
3/29/09,0.11245,274.676544,285.656616,2.823937,0.003428
3/30/09,1.744856,268.568237,278.219788,3.539865,0.00313
3/31/09,0.462047,259.891571,271.650482,5.892943,0.001231
4/1/09,0.064618,262.306091,272.421783,1.091971,0.001814
4/2/09,2.603749,268.933533,276.537567,1.605005,0.00311
4/3/09,0,269.371277,278.345612,2.125047,0.002643
4/4/09,0,270.086182,283.454468,1.84574,0.003075
4/5/09,0,275.38324,290.226135,2.922604,0.004388
4/6/09,1.903272,284.071259,294.967316,2.88351,0.006091
4/7/09,1.203086,277.047089,295.620178,5.40206,0.004699
4/8/09,0,271.557587,282.922607,1.262388,0.003315
4/9/09,2.144945,276.963043,296.089752,3.884001,0.004888
4/10/09,0,284.743805,301.431641,3.661794,0.005932
4/11/09,0.552049,283.356995,299.350952,2.277171,0.006877
4/12/09,1.901792,287.474213,300.607605,2.051078,0.00698
4/13/09,1.223206,282.26593,300.299011,0.985774,0.006856
4/14/09,2.973952,286.971191,299.160919,4.432846,0.008355
4/15/09,4.036577,278.604858,295.184692,5.690297,0.00518
4/16/09,0,276.378601,292.292114,2.807716,0.004301
4/17/09,3.421557,280.284485,294.227631,2.932873,0.006097
4/18/09,1.115499,279.54895,297.092621,4.480475,0.00535
4/19/09,0,273.81012,283.973358,4.862957,0.00362
4/20/09,0,273.075409,284.198578,2.29384,0.003326
4/21/09,3.055239,271.569916,276.39447,3.100438,0.003781
4/22/09,0.889426,273.046509,281.724121,5.037014,0.003357
4/23/09,0.926247,275.040588,284.402588,4.406352,0.003964
4/24/09,0.218317,274.940857,286.643066,2.954062,0.003939
4/25/09,0,274.250275,289.713867,1.047432,0.004145
4/26/09,10.955793,279.10434,287.361359,3.837145,0.005201
4/27/09,2.236477,281.143555,293.075623,1.641242,0.005835
4/28/09,0,279.987427,291.538208,2.697695,0.005593
4/29/09,14.779003,278.924561,287.582672,6.851883,0.005699
4/30/09,6.052071,279.201294,291.093811,2.860378,0.006895
5/1/09,1.440925,278.699066,289.638885,5.045558,0.005223
5/2/09,1.125743,276.417999,287.835358,4.291764,0.004636
5/3/09,1.218769,274.875824,283.96463,4.211957,0.004095
5/4/09,0.146495,273.587372,284.519409,3.156431,0.003714
5/5/09,0,279.17157,290.864899,0.769878,0.00479
5/6/09,0.054958,285.003601,301.625366,3.076513,0.007964
5/7/09,0,288.241394,302.712463,3.764812,0.008575
5/8/09,0.126593,287.722321,302.028259,3.148896,0.007701
5/9/09,0,279.925018,300.627228,0.577146,0.005461
5/10/09,2.907215,287.19873,297.164703,4.312687,0.008399
5/11/09,2.863693,291.028351,297.31955,3.57179,0.009372
5/12/09,0.726243,288.393463,300.051971,1.329311,0.008631
5/13/09,0.455543,287.497375,297.851288,1.786612,0.007694
5/14/09,7.469271,285.814819,292.357361,1.707318,0.008523
5/15/09,6.638147,279.160065,288.935364,4.3852,0.007023
5/16/09,2.954958,277.378571,283.488129,4.341323,0.005126
5/17/09,0.091017,277.737152,290.972626,2.660884,0.005525
5/18/09,0.160691,278.249512,292.562927,1.358782,0.005009
5/19/09,1.838688,282.040649,293.771332,1.235923,0.00586
5/20/09,0.398314,283.527069,296.492004,1.475632,0.005869
5/21/09,0,280.702087,296.965485,2.134603,0.005406
5/22/09,0,282.01651,299.568848,1.239529,0.006282
5/23/09,1.788403,292.033722,307.235016,4.298217,0.008881
5/24/09,7.821636,291.493652,304.186035,3.64427,0.011476
5/25/09,1.477149,282.129639,300.301758,5.539893,0.006846
5/26/09,0,277.05661,296.374847,0.960677,0.004319
5/27/09,3.536804,286.339874,296.993256,5.458156,0.008771
5/28/09,2.167021,283.38382,300.837402,5.541118,0.006333
5/29/09,4.759924,280.73407,295.618256,3.30806,0.006099
5/30/09,1.766297,280.765747,293.98288,5.068431,0.005876
5/31/09,0,280.632263,298.685944,2.110069,0.005629
6/1/09,4.678823,286.949127,296.756317,3.798502,0.010578
6/2/09,3.923992,281.779785,294.446747,5.6765,0.007715
6/3/09,0.311787,276.637177,286.512573,5.470993,0.005922
6/4/09,0.093241,277.565216,288.100189,4.055793,0.005434
6/5/09,0,276.740784,288.132935,3.322969,0.005372
6/6/09,0.051903,276.714996,293.572052,1.862694,0.005791
6/7/09,4.059223,278.748138,296.403442,1.990041,0.006605
6/8/09,2.469803,282.129272,295.267303,2.511362,0.007409
6/9/09,0,280.001617,295.321075,1.825247,0.00706
6/10/09,2.053824,282.904724,297.772308,3.425666,0.00815
6/11/09,6.834299,279.427216,293.391785,3.827291,0.008598
6/12/09,0.440844,279.374512,294.924316,2.438571,0.00697
6/13/09,10.495231,283.863831,296.305084,4.088131,0.008888
6/14/09,5.125455,287.658661,295.160736,0.709514,0.009742
6/15/09,26.650723,285.380951,293.550323,2.156348,0.010145
6/16/09,0,282.607452,297.793854,1.032705,0.007437
6/17/09,2.247456,283.868439,296.253662,1.777758,0.008585
6/18/09,2.376843,282.49231,294.980255,4.632652,0.007734
6/19/09,0,279.805176,290.245728,3.131613,0.006659
6/20/09,0,280.634674,293.322479,2.261148,0.006738
6/21/09,0.058406,276.873077,294.793427,0.247849,0.006545
6/22/09,9.917999,284.787506,292.200928,1.281914,0.008249
6/23/09,9.729922,284.856262,292.211914,2.555763,0.00846
6/24/09,0,284.890045,296.541473,3.649498,0.008159
6/25/09,12.016989,286.806732,293.828674,3.356036,0.009895
6/26/09,14.234561,286.83844,292.72464,2.544383,0.008964
6/27/09,0,281.646851,295.008301,1.653826,0.007495
6/28/09,0,284.7164,300.215729,2.727684,0.008919
6/29/09,2.194002,288.837311,299.962555,2.49286,0.010784
6/30/09,0,284.605377,296.163666,1.628071,0.007919
7/1/09,4.75275,285.857941,300.945038,3.196562,0.010352
7/2/09,0.356536,290.760925,301.647797,4.181859,0.011255
7/3/09,0.991602,287.239899,302.830139,2.188236,0.01126
7/4/09,7.219334,291.622772,302.605652,3.429371,0.01329
7/5/09,0.639617,289.411957,301.783203,1.732604,0.012026
7/6/09,4.154827,290.06546,304.112244,2.657237,0.011774
7/7/09,0,291.183258,303.548737,3.077132,0.010367
7/8/09,0.058681,287.33667,301.371368,1.098453,0.009281
7/9/09,9.37672,289.587219,299.83606,0.5092,0.011928
7/10/09,0.055836,288.765381,303.351776,3.311296,0.01111
7/11/09,0.844662,287.794403,302.031738,3.591385,0.009279
7/12/09,0.053791,282.677338,295.429321,3.728031,0.006299
7/13/09,0,279.594788,294.978271,2.314051,0.006263
7/14/09,0,284.043884,299.7276,2.290325,0.008157
7/15/09,0.485275,288.983154,301.201721,3.115861,0.009483
7/16/09,5.410184,291.075806,301.968506,2.386441,0.012663
7/17/09,0.931502,288.301392,301.690948,2.237638,0.010552
7/18/09,0,284.226074,298.366852,2.91692,0.007501
7/19/09,0,279.764771,297.796295,0.905309,0.007092
7/20/09,17.588339,285.223175,294.705414,3.471891,0.008979
7/21/09,2.029862,290.974945,301.60318,2.886065,0.01301
7/22/09,0,288.992432,300.433807,1.975486,0.011057
7/23/09,0.634695,290.16452,301.924835,1.131174,0.011163
7/24/09,3.945097,293.768097,304.482422,1.51718,0.015345
7/25/09,2.522381,293.26123,301.699036,1.220212,0.015266
7/26/09,0.079378,293.200348,304.020508,3.114527,0.012935
7/27/09,0,288.777954,300.457062,3.123617,0.009879
7/28/09,0,286.873169,300.574219,0.534408,0.010054
7/29/09,5.364046,290.494904,303.104248,1.731903,0.013231
7/30/09,0,287.431763,301.389435,3.682532,0.009875
7/31/09,0,284.26651,299.991638,1.119939,0.008188
8/1/09,0.921874,289.439575,302.261261,2.754406,0.00974
8/2/09,3.227914,290.771271,302.179169,2.737838,0.01216
8/3/09,0,286.721802,302.403534,1.129937,0.010304
8/4/09,2.766382,289.790283,303.070557,2.21485,0.01112
8/5/09,2.980456,289.42807,299.824066,2.009928,0.011117
8/6/09,0.051705,285.445251,300.134735,2.107697,0.007902
8/7/09,0,284.78598,302.050995,1.901663,0.008579
8/8/09,0,291.558838,307.121002,2.432764,0.009501
8/9/09,0,291.91037,308.601196,2.412166,0.00969
8/10/09,2.949896,292.949493,304.019287,2.300782,0.012037
8/11/09,0.230506,291.158691,302.681824,2.272475,0.011408
8/12/09,0.898882,285.99408,300.538086,2.738463,0.008723
8/13/09,0.981388,284.780792,301.271637,2.262738,0.007921
8/14/09,4.377058,287.081299,300.418304,1.773018,0.008756
8/15/09,2.563818,285.143066,297.885132,2.297464,0.008353
8/16/09,0.504835,281.779327,297.765106,1.388717,0.00715
8/17/09,0.108638,280.750214,298.716156,0.826878,0.007003
8/18/09,0,281.646362,301.338379,0.806931,0.007431
8/19/09,0,286.750275,304.363861,0.803245,0.008038
8/20/09,0,288.965607,305.857178,1.244047,0.009008
8/21/09,0,289.238098,306.627991,1.932324,0.008434
8/22/09,0,289.735291,306.276123,2.399941,0.008109
8/23/09,0,291.173096,306.70871,2.899074,0.008712
8/24/09,7.302515,292.342224,303.335876,1.862197,0.011255
8/25/09,4.643781,293.327484,301.964813,3.871027,0.011693
8/26/09,1.047937,285.969757,300.100281,2.864486,0.010305
8/27/09,0,284.911682,300.182739,1.057344,0.008032
8/28/09,0.120581,284.92807,301.190063,0.904709,0.008937
8/29/09,0,286.417053,305.113373,1.262507,0.009094
8/30/09,0,290.204315,306.867279,2.21218,0.009437
8/31/09,0,290.601013,306.388031,2.82355,0.008955
9/1/09,0,294.850952,307.48349,2.945749,0.010219
9/2/09,1.724223,293.110718,308.85968,1.052338,0.01294
9/3/09,8.046619,293.363037,304.154694,1.688621,0.014143
9/4/09,4.755908,294.753235,306.866455,2.63668,0.014576
9/5/09,2.386756,294.217072,306.854492,2.024905,0.013905
9/6/09,3.155577,295.302551,307.537598,3.028527,0.015452
9/7/09,11.908513,293.609344,304.134033,1.138349,0.015038
9/8/09,18.870493,293.521149,304.475769,1.639349,0.014099
9/9/09,0.191864,293.098785,304.38562,2.780259,0.012221
9/10/09,0,285.276031,297.941284,2.422855,0.007866
9/11/09,0.694421,286.345764,297.767487,2.776235,0.007697
9/12/09,5.075875,288.411194,301.169067,0.655528,0.012309
9/13/09,0.072217,279.882812,294.120483,4.249623,0.006019
9/14/09,13.823042,278.519989,285.813782,3.931206,0.00538
9/15/09,18.745359,277.970306,288.241791,2.53538,0.008033
9/16/09,0.173332,276.758057,286.825043,3.574721,0.00548
9/17/09,0.814433,275.61908,290.023102,2.196638,0.005888
9/18/09,1.337656,280.525055,292.502838,1.918462,0.00692
9/19/09,4.786733,287.841187,297.266144,5.321302,0.008777
9/20/09,11.077201,277.169189,292.748657,4.815588,0.00684
9/21/09,0.397004,276.580627,287.589294,2.669225,0.005028
9/22/09,1.960952,279.616577,288.517761,4.249568,0.005744
9/23/09,0.804214,282.439117,293.323486,3.373378,0.007134
9/24/09,0.913414,285.944702,296.738159,4.002958,0.008299
9/25/09,2.946512,280.737274,294.1586,3.04493,0.007642
9/26/09,4.213441,278.339813,293.75351,2.429931,0.006248
9/27/09,0.797311,277.937378,289.819855,3.263253,0.00553
9/28/09,2.868513,278.378418,289.344513,1.829663,0.00527
9/29/09,4.219668,283.412659,295.644501,4.091519,0.006262
9/30/09,14.455175,287.52652,294.230316,3.126046,0.00849
10/1/09,4.81151,283.623779,294.291229,1.505456,0.007086
10/2/09,14.37428,285.563965,293.343323,1.177228,0.009037
10/3/09,2.293177,281.303131,289.726807,5.207986,0.005761
10/4/09,0.345226,276.746704,285.88208,1.875977,0.004708
10/5/09,0,271.90979,287.827393,0.609144,0.004631
10/6/09,0.112866,275.315338,289.644836,2.186297,0.005628
10/7/09,1.002695,281.249268,290.486237,3.687419,0.006519
10/8/09,7.768782,281.927002,291.340363,4.058426,0.007222
10/9/09,1.191473,277.740662,286.802063,4.47801,0.005712
10/10/09,1.392211,281.991699,292.338959,4.227634,0.006362
10/11/09,0,280.147339,291.933319,1.538944,0.006548
10/12/09,0,281.047729,297.631378,2.660491,0.007693
10/13/09,6.045953,285.817688,296.351227,2.794459,0.008304
10/14/09,9.366568,279.976807,290.834167,5.375841,0.007087
10/15/09,0.944512,277.952637,288.621765,6.148205,0.005639
10/16/09,0.643214,282.05835,291.97757,3.032212,0.007188
10/17/09,1.494911,282.789062,291.945221,1.320725,0.006896
10/18/09,0.834613,276.565521,288.481537,2.472804,0.004895
10/19/09,0,272.513275,287.0867,1.013096,0.004474
10/20/09,0,275.411804,286.968567,2.030573,0.00477
10/21/09,0,277.207672,289.095245,2.511163,0.005643
10/22/09,0,274.041351,287.503601,3.789428,0.004947
10/23/09,0,269.88382,287.45694,2.216385,0.003719
10/24/09,2.882044,278.090118,287.612946,3.187433,0.005543
10/25/09,0.621766,275.530426,284.873077,3.432065,0.004709
