,performance,cost,risk,numOfUsers,latitude,sampEn
0,9.630132455544977,483368.9510238739,0.15005,964.9502967145118,47.57339321623179,2.5702118102674025
1,8.792454228218842,516467.8292569398,0.15005,1031.1986521199733,44.4818787729427,2.721511788325281
2,8.05792497248704,493273.04366397473,0.15005,984.7743369161954,42.68127968446281,2.4167774021944943
3,7.364572586492203,549904.9633985026,0.15005,1098.1178334926074,43.990597101861354,2.515176403557257
4,6.587961752943247,509122.0327088891,0.15005,1016.4963992178932,54.1946613641889,2.6421395912851176
5,6.0408847929614415,551428.4581791408,0.15005,1101.166739318908,42.420716081808024,2.709536815189849
6,5.540306218790123,558814.2901446794,0.15005,1115.9475446944393,42.32840104798012,2.783077554939351
7,5.0994455680353985,474026.1108438159,0.15005,946.2490504721673,40.61130736533553,2.7330309819797822
8,4.615179210897706,549546.7603093884,0.15005,1097.4009752163543,48.66646830371075,2.8509497755806628
9,4.216724561068689,463828.33318189776,0.15005,925.8357864506161,44.14210423614913,2.7090917752499113
10,3.8584566473615993,453408.36994447676,0.15005,904.976939484279,43.424627160696616,2.58892802479797
11,3.524214270369112,478412.09154670854,0.15005,955.0283952364373,44.293939131033454,2.6576190310774304
12,3.22400008782508,573178.3210989472,0.15005,1144.6927085549873,43.540974293882755,2.5378641002121665
13,2.9510493248578293,488265.7040334948,0.15005,974.7517223454079,43.26709318434342,2.5175240809564023
14,2.6845263027637483,493092.17930659227,0.15005,984.4123243942228,46.22574050433247,2.45766886933747
15,2.4441200682331052,532209.0858831332,0.15005,1062.7030142953863,45.826311314283245,2.578288528590736
16,2.213150572950959,440435.5329090266,0.15005,879.0064532806099,48.42239459661799,2.3238292987517046
17,2.016285064346513,443770.90958372405,0.15005,885.683725043654,45.511972284215545,2.772992255381998
18,1.8486401931371472,470443.86031882395,0.15005,939.0784165512106,42.47476343252049,2.5066035157734246
19,1.6969538651332001,580743.3067765273,0.15005,1159.8313458689152,41.90445212961317,2.7412848132732353
20,1.5441415031298402,560135.8150642269,0.15005,1118.592204689215,46.087520798280835,2.6796137287078596
21,1.3830656628496512,487005.89525213884,0.15005,972.2300825385917,53.59320092239688,2.4909139927173816
22,1.2663439162821262,511423.00697118,0.15005,1021.1017198282261,43.1267043434383,2.717765805341671
23,1.16009613978623,369229.51779158163,0.15005,736.4270256575071,42.86949783317406,2.95872571820367
24,1.0613123713775765,520922.119328822,0.15005,1040.113549204958,43.52279889760593,2.8002555362962367
25,0.9645411697871082,420389.1470833426,0.15005,838.8723160034997,46.679852747858156,2.581491834144595
26,0.8814269047372455,545568.9279576361,0.15005,1089.4402499657729,44.05530669852818,2.579640438352122
27,0.8060046410266679,498692.6030096423,0.15005,995.6218640041308,43.74081454069719,2.8296953936111313
28,0.7344658347108219,485768.8115614224,0.15005,969.7539191490914,45.40967590276532,2.771357464101908
29,0.6654470106904989,566271.6603825869,0.15005,1130.871272567969,48.14468337074839,2.8400642774266034
30,0.6044872058777404,542629.7447116947,0.15005,1083.5580964824226,46.90362570613509,2.637764320623606
31,0.5564499624192896,470188.2772455351,0.15005,938.5668092576957,40.55628553502488,2.740062799822788
32,0.5050559656811737,591324.862320154,0.15005,1181.0062055830776,47.298840124253,2.6716033696749966
33,0.45890603011219044,565029.9750040023,0.15005,1128.3864218750296,46.782230791972616,2.616855949335434
34,0.4231138794514742,539847.694273379,0.15005,1077.9903729742134,39.788830183433056,2.8524463613397955
35,0.38386533864418404,455328.6051091087,0.15005,908.8209619010458,47.50914726197115,2.5594034853112233
36,0.35299402761539306,481775.9593718539,0.15005,961.7617022085153,41.053829278498334,2.535303690213291
37,0.32338508674207095,547642.8613652479,0.15005,1093.5907644108638,42.85812891821976,2.6011756133217685
38,0.29596980248306604,427696.39316778624,0.15005,853.5023376906909,43.32658107722413,2.6493503392869813
39,0.2736167894832723,510406.2386331904,0.15005,1019.0666968357576,38.503583330191816,2.487632431485851
40,0.2490607040064944,514292.0245035239,0.15005,1026.8439170479621,45.927815685534526,2.7743067223603974
41,0.2269577498376311,569755.4960672469,0.15005,1137.84306170931,45.403356858196304,2.6637440687765555
42,0.20620880140043535,410784.13264954113,0.15005,819.6410301167589,46.80645986388333,2.8020701717634497
43,0.1886329646361445,402085.04509458033,0.15005,802.222722358734,43.56558178331415,2.7827124325881942
44,0.1712226633831184,499731.9143269413,0.15005,997.702078210942,47.26563827723027,2.6777188831102285
45,0.1558538536268767,557088.768518378,0.15005,1112.4943875229035,45.934594872934774,2.7065329507582025
46,0.14172740406115908,465863.2633913031,0.15005,929.9092427240311,46.39582520261128,2.779120734983325
47,0.1300111054688379,485206.6112544501,0.15005,968.628608061552,42.22541358692693,2.7048355074523402
48,0.11897733749734898,405621.3131540049,0.15005,809.3035472658289,43.37462309428762,2.659450039476462
49,0.1082018022479128,521712.690144145,0.15005,1041.695800693658,46.358539205376886,2.6443339212934385
50,0.09901125908950666,472644.42383755854,0.15005,943.4833220423429,43.41174486753714,2.8332830778727263
51,0.0906814272262445,447890.2193987774,0.15005,893.9302606198152,42.98910550725605,2.803231676602377
52,0.08352055576691104,549590.2895165936,0.15005,1097.4880886017254,40.295537163995334,2.6577918907497073
53,0.076879249930217,577402.5523936115,0.15005,1153.1460382207954,40.58195847524215,2.7627653601354076
54,0.07062577805772609,507522.22281880165,0.15005,1013.2944168331663,41.53324456383767,2.514185523378456
55,0.0642751667709116,493984.2190064881,0.15005,986.1978015353682,46.01843267105231,2.3079343539436343
56,0.0582197587107861,495082.7295255003,0.15005,988.3965368910845,48.27036080115427,2.647014235899981
57,0.05354595091065217,541682.3736162847,0.15005,1081.6621248678518,40.979000012166196,2.4624755953028097
58,0.04899126284359787,465161.50685646094,0.15005,928.5044931719995,43.47571783333916,2.6770514448038
59,0.04433630812143258,522239.4413810782,0.15005,1042.750040786349,48.69353949613748,2.7043300719658165
60,0.04030772312069046,505239.7425666626,0.15005,1008.7260595696749,46.513891725780596,2.679805780524861
61,0.036780744553627766,508402.3667743771,0.15005,1015.0560063896459,44.75202684007981,2.511626527950547
62,0.03360913621736533,475434.48907249374,0.15005,949.0681926947428,44.086891340233954,2.543610817790479
63,0.030912074568200686,455509.02114249335,0.15005,909.1821261597873,40.96291606729399,2.8248546150482525
